movie_odid,display_name,release_odid,release_name,video_release_date,type,distributor
200830100,Veronica Mars,93060119,Veronica Mars,2014-05-06,Regular,Warner Home Video
200840100,Blood Ties,95840119,Blood Ties,2014-06-24,Regular,Lionsgate Home Entertainment
200850100,Draft Day,98340119,Draft Day,2014-09-02,Regular,Lionsgate Home Entertainment
200860100,San Andreas,116650119,San Andreas,2015-09-22,Online Only,Warner Home Video
200870100,Jason Bourne,141750119,Jason Bourne,2016-11-15,Online Only,Universal Home Entertainment
200920100,Grey Gardens,88710119,Grey Gardens,2013-12-10,Regular,Criterion
201030100,For No Good Reason,98400119,For No Good Reason,2014-09-02,Regular,Sony Pictures Home Entertainment
201080100,The Letters,123790119,The Letters,2016-03-22,Regular,Fox Home Entertainment
201100100,Mobius,93320119,Mobius,2014-04-15,Regular,Lionsgate Home Entertainment
201120100,Tim's Vermeer,95280119,Tim's Vermeer,2014-06-10,Regular,Sony Pictures Home Entertainment
201130100,Maidentrip,96340119,Maidentrip,2014-07-08,Regular,First Run Home
201150100,Particle Fever,104050119,Particle Fever,2014-07-01,Regular,SundanceNow Doc Club
201160100,L'image manquante,95350119,L'image manquante,2014-06-10,Regular,Strand Home
201170100,The Retrieval,105750119,The Retrieval,2015-02-03,Regular,Kino Lorber
201180100,Lucy,105210119,Lucy,2015-01-20,Regular,Universal Home Entertainment
201210100,Grzeli nateli dgeebi,102850119,In Bloom,2014-11-18,Regular,Big World
201230100,Blood Brother,90630119,Blood Brother,2014-02-04,Regular,Docurama Video
201320100,God’s Not Dead,97150119,God’s Not Dead,2014-08-05,Regular,Pure Flix
201330100,Hot Tub Time Machine 2,109820119,Hot Tub Time Machine 2,2015-04-07,Online Only,Fox Home Entertainment
201360100,Redwood Highway,183020119,Redwood Highway,2014-06-24,Regular,Monterey Video
201400100,Ice Age: Collision Course,137060119,Ice Age: Collision Course,2016-09-30,Online Only,Fox Home Entertainment
201410100,Tricked,105910119,Tricked,2015-02-03,Regular,First Run Home
201480100,L'inconnu du lac,94480119,L'inconnu du lac,2014-05-13,Regular,Strand Home
201520100,The Returned,96800119,The Returned,2014-07-22,Regular,Phase 4 Films Video
201530100,Grand Piano,94680119,Grand Piano,2014-05-20,Regular,Magnolia Home Entertainment
201540100,Xi you xiang mo pian,94940119,Journey to the West,2014-05-27,Regular,Magnolia Home Entertainment
201550100,Enemy,95820119,Enemy,2014-06-24,Regular,Lionsgate Home Entertainment
201570100,Cheap Thrills,94950119,Cheap Thrills,2014-05-27,Regular,New Video Group
201580100,Rob the Mob,95860119,Rob the Mob,2014-06-24,Regular,Alchemy
201590100,Serbuan maut 2: Berandal,96270119,Serbuan maut 2: Berandal,2014-07-08,Regular,Sony Pictures Home Entertainment
201620100,Step Up All In,103130119,Step Up All In,2014-11-04,Regular,Lionsgate Home Entertainment
201630100,The Lazarus Effect,111160119,The Lazarus Effect,2015-06-16,Regular,Fox Home Entertainment
201640100,The Divergent Series: Insurgent,112760119,Insurgent,2015-07-21,Online Only,Lionsgate Home Entertainment
201650100,Pan,122420119,Pan,2015-12-15,Online Only,Warner Bros / Paramount
201660100,Gods of Egypt,130410119,Gods of Egypt,2016-05-17,Online Only,Lionsgate Home Entertainment
201670100,The Divergent Series: Allegiant,131220119,The Divergent Series: Allegiant,2016-06-21,Regular,Lionsgate Home Entertainment
201680100,Dancing in Jaffa,97360119,Dancing in Jaffa,2014-08-12,Regular,Mpi Home Video
201690100,The Trip to Italy,104570119,The Trip to Italy,2014-12-23,Regular,Mpi Home Video
201720100,When Calls the Heart,89100119,When Calls the Heart,2013-12-31,Regular,Alchemy
201720100,When Calls the Heart,161490119,When Calls the Heart: Year Four,2017-10-03,,Shout Factory
201760100,Jodorowsky’s Dune,96260119,Jodorowsky’s Dune,2014-07-08,Regular,Sony Pictures Home Entertainment
201800100,Summer in February,97370119,Summer in February,2014-08-12,Regular,Cinedigm
201820100,12 O’Clock Boys,93730119,12 O'Clock Boys,2014-08-05,Regular,Oscilloscope Video
201840100,The Mummy,157190119,The Mummy,2017-08-22,Online Only,Universal Home Entertainment
201900100,James Cameron’s Deepsea Challenge 3D,102470119,James Cameron’s Deepsea Challenge 3D,2014-11-11,Regular,Alchemy
202010100,Omar,95320119,Omar,2014-06-10,Regular,Adopt Films
202030100,Bethlehem,96200119,Bethlehem,2014-07-15,Regular,Adopt Films
202040100,Blue Ruin,96720119,Blue Ruin,2014-07-22,Regular,Anchor Bay Home Entertainment
202050100,Supermensch: The Legend of Shep Gordon,100230119,Supermensch: The Legend of Shep Gordon,2014-10-07,Regular,Anchor Bay Home Entertainment
202170100,Cooties,111660119,Cooties,2015-09-18,Online Only,Lionsgate Home Entertainment
202180100,Let’s Be Cops,102400119,Let’s Be Cops,2014-11-11,Regular,Fox Home Entertainment
202190100,War for the Planet of the Apes,159280119,War for the Planet of the Apes,2017-10-24,Regular,Fox Home Entertainment
202220100,The Drop,105260119,The Drop,2015-01-20,Regular,Fox Home Entertainment
202250100,Despicable Me 3,161370119,Despicable Me 3,2017-11-21,Online Only,Universal Home Entertainment
202270100,Dr. Seuss’ The Grinch,193960119,Dr. Seuss’ The Grinch,2019-01-22,Online Only,Universal Home Entertainment
202280100,Happy Christmas,98330119,Happy Christmas,2014-07-25,Online Only,Paramount Home Video
202350100,The Good Lie,104550119,The Good Lie,2014-12-23,Regular,Warner Home Video
202360100,Hateship Loveship,97380119,Hateship Loveship,2014-08-12,Regular,Mpi Home Video
202390100,Predestination,106320119,Predestination,2015-02-10,Regular,Sony Pictures Home Entertainment
202400100,Paradies: Hoffnung,89720119,Paradies: Hoffnung,2014-01-14,Regular,Strand Home
202430100,Du rififi chez les hommes,89790119,Rififi,2014-01-14,Regular,Criterion
202450100,Finding Vivian Maier,96950119,Finding Vivian Maier,2014-07-29,Regular,Mpi Home Video
202460100,Cuban Fury,96930119,Cuban Fury,2014-07-29,Regular,Entertainment One
202470100,Boyhood,104770119,Boyhood,2015-01-06,Regular,Paramount Home Video
202530100,Anita: Speaking Truth to Power,100660119,Anita,2014-06-24,Regular,First Run Home
202550100,Joe,95570119,Joe,2014-06-17,Regular,Lionsgate Home Entertainment
202570100,Return to Nuke 'Em High Volume 1,92250119,Return to Nuke 'Em High Volume 1,2014-03-18,Regular,Anchor Bay Home Entertainment
202630100,A Most Wanted Man,102190119,A Most Wanted Man,2014-11-04,Regular,Lionsgate Home Entertainment
202700100,Tusk,104660119,Tusk,2014-12-30,Regular,Lionsgate Home Entertainment
202810100,The Nut Job 2: Nutty by Nature,162620119,The Nut Job 2: Nutty by Nature,2017-10-31,Online Only,Universal Home Entertainment
202820100,Captain America: Civil War,132990119,Captain America: Civil War,2016-09-13,Regular,Walt Disney Home Entertainment
202830100,Avengers: Infinity War,181540119,Avengers: Infinity War,2018-07-31,Online Only,Walt Disney Home Entertainment
202880100,Afflicted,96010119,Afflicted,2014-07-01,Regular,Sony Pictures Home Entertainment
202950100,Moms’ Night Out,96230119,Moms’ Night Out,2014-09-02,Regular,Sony Pictures Home Entertainment
202970100,Stage Fright,96330119,Stage Fright,2014-07-08,Regular,Magnolia Home Entertainment
202980100,Words and Pictures,98720119,Words and Pictures,2014-09-09,Regular,Lionsgate Home Entertainment
203000100,Make Your Move,96790119,Make Your Move,2014-07-22,Regular,Sony Pictures Home Entertainment
203030100,"As Above, So Below",103160119,"As Above, So Below",2014-12-02,Regular,Universal Home Entertainment
203040100,Everest,121780119,Everest,2015-12-22,Online Only,Universal Home Entertainment
203050100,Pitch Perfect 2,115840119,Pitch Perfect 2,2015-09-01,Online Only,Universal Home Entertainment
203060100,Frank,103750119,Frank,2014-12-09,Regular,Magnolia Home Entertainment
203070100,A Field in England,92980119,A Field in England,2014-04-08,Regular,New Video Group
203120100,John Doe: Vigilante,110290119,John Doe: Vigilante,2015-04-14,Regular,ARC Entertainment Video
203220100,Jules et Jim,90750119,Jules et Jim,2014-02-04,Regular,Criterion
203250100,Last Days in the Desert,134650119,Last Days in the Desert,2016-08-02,Regular,Broad Green
203290100,The Wedding Ringer,110160119,The Wedding Ringer,2015-04-28,Regular,Sony Pictures Home Entertainment
203300100,Palo Alto,98740119,Palo Alto,2014-09-09,Regular,Peace Arch Home Entertainment
203350100,God Help the Girl,110260119,God Help the Girl,2015-04-14,Regular,Anchor Bay Home Entertainment
203400100,My Old Lady,105610119,My Old Lady,2015-01-27,Regular,Universal Home Entertainment
203430100,The Pirate Fairy,91890119,The Pirate Fairy,2014-04-01,Regular,Buena Vista Home Entertainment
203440100,The Rover,99420119,The Rover,2014-09-23,Regular,Lionsgate Home Entertainment
203460100,La Vénus à la fourrure,100730119,Venus in Fur,2014-10-14,Regular,Mpi Home Video
203500100,Te shu shen fen,94470119,Te shu shen fen,2014-05-13,Regular,Well Go USA Video
203520100,Brick Mansions,98710119,Brick Mansions,2014-09-09,Regular,Fox Home Entertainment
203600100,The Legend of Tarzan,136480119,The Legend of Tarzan,2016-09-23,Online Only,Warner Home Video
203670100,Tom yum goong 2,96890119,The Protector 2,2014-07-29,Regular,Magnolia Home Entertainment
203690100,The Signal,99430119,The Signal,2014-09-23,Regular,Universal Home Entertainment
203720100,Quai d’Orsay,96960119,Quai d’Orsay,2014-07-29,Regular,Mpi Home Video
203730100,It Felt Like Love,96180119,It Felt Like Love,2014-07-29,Regular,Kino Lorber
203750100,Fed Up,98700119,Fed Up,2014-09-09,Regular,Anchor Bay Home Entertainment
203760100,Obvious Child,100180119,Obvious Child,2014-10-07,Regular,Lionsgate Home Entertainment
203850100,Le temps de l'aventure,148820119,Just a Sigh,2017-03-28,Regular,Icarus Home Video
203900100,Snowpiercer,101120119,Snowpiercer,2014-10-21,Regular,Anchor Bay Home Entertainment
203970100,Odd Thomas,92390119,Odd Thomas,2014-03-25,Regular,RlJ Image
204010100,Almost Human,95660119,Almost Human,2014-06-17,Regular,Mpi Home Video
204030100,Jeune & Jolie,98030119,Jeune & Jolie,2014-08-26,Regular,Mpi Home Video
204040100,Lucky Them,99960119,Lucky Them,2014-09-30,Regular,Mpi Home Video
204140100,Hank and Asha,96530119,Hank and Asha,2014-07-15,Regular,FilmRise
204170100,Walking with the Enemy,150330119,Walking with the Enemy,2017-04-11,Regular,Fox Home Entertainment
204190100,Borgman,100970119,Borgman,2014-09-09,Regular,New Video Group
204210100,The Congress,101040119,The Congress,2014-12-02,Regular,Cinedigm
204220100,The Fluffy Movie,99830119,The Fluffy Movie,2014-10-07,Regular,Universal Home Entertainment
204230100,Wish I Was Here,102060119,Wish I Was Here,2014-10-28,Regular,Universal Home Entertainment
204250100,Inherent Vice,106860119,Inherent Vice,2015-02-17,Online Only,Warner Home Video
204260100,Aloha,116550119,Aloha,2015-08-15,Online Only,Sony Pictures Home Entertainment
204270100,The Man From U.N.C.L.E.,120120119,The Man From U.N.C.L.E.,2015-10-27,Online Only,Warner Home Video
204280100,Run All Night,111670119,Run All Night,2015-06-02,Regular,Warner Home Video
204290100,Focus,110150119,Focus,2015-05-12,Online Only,Warner Home Video
204300100,Get Hard,112830119,Get Hard,2015-06-09,Online Only,Warner Home Video
204320100,The Brothers Grimsby,130720119,The Brothers Grimsby,2016-05-24,Online Only,Sony Pictures Home Entertainment
204330100,The Intern,122760119,The Intern,2015-12-22,Online Only,Warner Home Video
204340100,The Conjuring 2: The Enfield Poltergeist,135310119,The Conjuring 2: The Enfield Poltergeist,2016-08-30,Online Only,Warner Home Video
204350100,How to be Single,129630119,How to be Single,2016-05-03,Online Only,Warner Home Video
204360100,Goosebumps,123560119,Goosebumps,2016-01-12,Online Only,Sony Pictures Home Entertainment
204470100,The November Man,103010119,The November Man,2014-11-25,Regular,Fox Home Entertainment
204570100,The Disappearance of Eleanor Rigby,105960119,The Disappearance of Eleanor Rigby,2014-02-03,Regular,Anchor Bay Home Entertainment
204580100,Every Secret Thing,109540119,Every Secret Thing,2015-05-15,Online Only,Starz Digital Media
204610100,Tracks,121820119,Tracks,2015-01-30,Online Only,The Weinstein Company
204640100,Korengal,101770119,Korengal,2014-09-09,Regular,Virgil Films and Entertainment
204650100,The Zero Theorem,105240119,The Zero Theorem,2015-01-20,Regular,Well Go USA Video
204660100,God’s Pocket,98770119,God’s Pocket,2014-09-09,Regular,Mpi Home Video
204670100,Cold in July,99940119,Cold in July,2014-09-30,Regular,Mpi Home Video
204730100,Ride Along 2,125940119,Ride Along 2,2016-04-12,Online Only,Universal Home Entertainment
204740100,Flex is Kings,99390119,Flex is Kings,2014-10-07,Regular,Alive Mind
204770100,Calvary,103480119,Calvary,2014-12-09,Regular,Fox Home Entertainment
204790100,Locker 13,93840119,Locker 13,2014-04-29,Regular,ARC Entertainment Video
204830100,Ai Weiwei: The Fake Case,104190119,Ai Weiwei: The Fake Case,2014-01-06,Regular,Kino Lorber
204840100,Wolf Creek 2,95830119,Wolf Creek 2,2014-06-24,Regular,RlJ Image
204850100,The Angriest Man in Brooklyn,100600119,The Angriest Man in Brooklyn,2014-07-22,Regular,Lionsgate Home Entertainment
204870100,Little Boy,114330119,Little Boy,2015-08-04,Online Only,Universal Home Entertainment
204900100,The Skeleton Twins,104330119,The Skeleton Twins,2014-12-16,Regular,Lionsgate Home Entertainment
204910100,Laggies,106370119,Laggies,2015-02-10,Regular,Lionsgate Home Entertainment
204960100,Gamgi,92240119,Flu,2014-03-18,Regular,CJ Entertainment
204970100,The Slumber Party Massacre,92270119,The Slumber Party Massacre,2014-03-18,Regular,Shout Factory
204970100,The Slumber Party Massacre,146230119,Slumber Party Massacre II & III,2017-01-17,,Shout Factory
205020100,The Hornet’s Nest,98730119,The Hornet’s Nest,2014-09-09,Regular,High Road
205030100,Life’s a Breeze,105350119,Life’s a Breeze,2015-01-20,Regular,Magnolia Home Entertainment
205050100,Revenge of the Green Dragons,105110119,Revenge of the Green Dragons,2015-01-13,Regular,Lionsgate Home Entertainment
205060100,Road to Paloma,96490119,Road to Paloma,2014-07-15,Regular,Anchor Bay Home Entertainment
205090100,Welcome to Me,111930119,Welcome to Me,2015-05-05,Online Only,Alchemy
205100100,Taken 3,109390119,Taken 3,2015-03-31,Online Only,Fox Home Entertainment
205110100,The Martian,121880119,The Martian,2015-12-22,Online Only,Fox Home Entertainment
205120100,Logan,150590119,Logan,2017-05-16,Online Only,Fox Home Entertainment
205190100,Night Moves,98360119,Night Moves,2014-09-02,Regular,Cinedigm
205200100,They Came Together,98370119,They Came Together,2014-09-02,Regular,Lionsgate Home Entertainment
205220100,Libertador,107880119,The Liberator,2015-03-10,Regular,Cohen Media Group
205230100,The Second Best Exotic Marigold Hotel,112780119,The Second Best Exotic Marigold Hotel,2015-07-14,Regular,Fox Home Entertainment
205250100,Exists,105990119,Exists,2015-02-03,Regular,Lionsgate Home Entertainment
205300100,Third Person,99880119,Third Person,2014-09-30,Regular,Sony Pictures Home Entertainment
205370100,Half the Road,96390119,Half the Road,2014-07-08,Regular,First Run Home
205380100,Evergreen: The Road to Legalization,99030119,Evergreen: The Road to Legalization,2014-09-16,Regular,First Run Home
205390100,K2: Siren of the Himalayas,102860119,K2 Siren of the Himalayas,2014-11-18,Regular,First Run Home
205430100,Ilo Ilo,99050119,Ilo Ilo,2014-09-16,Regular,Film Movement Video
205470100,Enchanted Kingdom,120660119,Enchanted Kingdom,2015-11-10,Regular,BBC
205480100,Ida,99450119,Ida,2014-09-23,Regular,Music Box Films Video
205510100,A Long Way Down,98750119,A Long Way Down,2014-09-09,Regular,Magnolia Home Entertainment
205520100,Wild Card,109150119,Wild Card,2015-03-31,Regular,Lionsgate Home Entertainment
205560100,Agent F.O.X.,96040119,Agent F.O.X.,2014-07-01,Regular,Phase 4 Films Video
205620100,Magic in the Moonlight,104320119,Magic in the Moonlight,2014-12-16,Regular,Sony Pictures Home Entertainment
205640100,Pioneer,107920119,Pioneer,2015-03-10,Regular,Magnolia Home Entertainment
205670100,Alceste a bicyclette,97230119,Alceste a bicyclette,2014-08-05,Regular,Strand Home
205690100,Whitey: United States of America v. James J. Bulger,100710119,Whitey: United States of America v. James J. Bulger,2014-10-14,Regular,Magnolia Home Entertainment
205700100,Ivory Tower,99920119,Ivory Tower,2014-09-30,Regular,Paramount Home Video
205720100,And So It Goes,102770119,And So It Goes,2014-11-18,Regular,Fox Home Entertainment
205730100,Life Itself,104070119,Life Itself,2015-02-17,Regular,Magnolia Home Entertainment
205740100,Left Behind,104790119,Left Behind,2015-01-06,Regular,Entertainment One
205750100,Paul Blart: Mall Cop 2,114250119,Paul Blart: Mall Cop 2,2015-06-30,Online Only,Sony Pictures Home Entertainment
205770100,Last Days in Vietnam,111400119,Last Days in Vietnam,2015-04-28,Regular,PBS
205780100,I Origins,103760119,I Origins,2014-12-09,Regular,Fox Home Entertainment
205900100,The Love Punch,97910119,The Love Punch,2014-08-26,Regular,Ketchup Entertainment
205930100,Autómata,102820119,Automata,2014-11-18,Regular,Alchemy
205950100,Birdman or (The Unexpected Virtue of Ignorance),106150119,Birdman or (The Unexpected Virtue of Ignorance),2015-02-03,Online Only,Fox Home Entertainment
206010100,Half of a Yellow Sun,96900119,Half of a Yellow Sun,2014-07-29,Regular,Monterey Video
