movie_odid,display_name,production_company,billing,financing,in association with,production
223460100,Love & Friendship,Irish Film Board,5,1,,
223460100,Love & Friendship,Amazon Studios,7,1,,
223460100,Love & Friendship,The Netherlands Film Fund,6,1,1,
223460100,Love & Friendship,Arte France Cinema,8,1,1,1
223460100,Love & Friendship,Protagonist Pictures,9,1,1,
223460100,Love & Friendship,Soficinema 11,10,1,1,
223460100,Love & Friendship,Cineimage 10,11,1,1,
223460100,Love & Friendship,Bord Scannan na hEireann,12,1,,
223470100,Maudie,Telefilm Canada,4,1,,
223470100,Maudie,Parallel Films,1,0,,1
223470100,Maudie,Mongrel Media,3,1,,
223470100,Maudie,Newfoundland and Labrador Film Development ,5,1,,
223470100,Maudie,Rink Rat,2,1,1,
223470100,Maudie,Ontario Media Development Corporation,6,1,,
223470100,Maudie,Harold Greenberg Fund,7,1,,
223470100,Maudie,Irish Film Board,8,1,,
223470100,Maudie,Corner Piece Capital LLC,9,1,1,
223470100,Maudie,Citadel Canadian Films,10,1,1,
223470100,Maudie,Screen Door,11,0,0,1
223540100,Wild Canaries,Little Teeth Pictures,1,,,1
223540100,Wild Canaries,Uncorked Pictures,2,,1,1
223540100,Wild Canaries,Wildlife Pictures,3,,1,1
223550100,Irrational Man,Perdido,1,,,1
223560100,Officer Downe,Diamond Film Productions,1,1,,
223560100,Officer Downe,Blackmrkt,2,0,,1
223560100,Officer Downe,Man of Action Entertainment,3,0,,1
223560100,Officer Downe,Traverse Media,4,,,1
223570100,Dark Horse,Film4,1,1,,
223570100,Dark Horse,BFI,2,1,0,0
223570100,Dark Horse,FFilm Cymru Wales,3,1,1,0
223570100,Dark Horse,DSP    ,4,,,1
223570100,Dark Horse,Worlds End Pictures,5,,,1
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,Music Box Films,1,1,,0
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,Dama Filmes,2,1,,0
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,G5,3,1,1,0
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,Evercore,4,1,1,0
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,Babel Films,5,1,1,0
223600100,Não Pare na Pista: A Melhor História de Paulo Coelho,Julio Andrade,6,,,1
223610100,Carrie Pilby,Braveart Films,1,,,1
223610100,Carrie Pilby,The Orchard,2,1,,
223610100,Carrie Pilby,SMF,3,,,1
223610100,Carrie Pilby,Storefront Pictures,4,,,1
223650100,C'est Si Bon,CJ Entertainment,1,,,1
223650100,C'est Si Bon,JFilm,2,,,1
223650100,C'est Si Bon,Moov Pictures,3,,,1
223690100,Voice From the Stone,Zanuck Independent,1,1,,
223690100,Voice From the Stone,Code 39 Films,2,,,1
223690100,Voice From the Stone,Producer Capital Fund,3,1,,
223720100,Set Fire to the Stars,Mad as Birds Films,1,,,1
223720100,Set Fire to the Stars,YJB Films,2,,1,1
223720100,Set Fire to the Stars,Masnomis,3,,1,1
223720100,Set Fire to the Stars,FFilm Cymru Wales,4,,1,1
223730100,Salt And Fire,Construction Film,1,,,1
223730100,Salt And Fire,Skellig Rock,2,,,1
223730100,Salt And Fire,Benaroya Pictures,3,1,,
223730100,Salt And Fire,Canana,4,,1,1
223730100,Salt And Fire,International Film Trust,5,1,1,
223730100,Salt And Fire,The Fyzz Facility,6,1,1,
223800100,Free Fire,Film4,1,1,,
223800100,Free Fire,BFI,2,1,,
223800100,Free Fire,Rook Films,3,,,1
223820100,Im Keller,Ulrich Seidl Film,1,1,,1
223820100,Im Keller,Coop99,2,,1,1
223820100,Im Keller,ORF,3,,1,1
223840100,Sicario,Thunder Road Film,1,,,1
223840100,Sicario,Lionsgate,2,1,,
223840100,Sicario,Black Label Media,1,1,,
223860100,Solace,Lionsgate Premiere,1,1,,
223860100,Solace,Grindstone Entertainment Group,2,1,,
223860100,Solace,Silver Reel Entertainment,3,1,,
223860100,Solace,Venture Forth,4,1,1,
223860100,Solace,FilmNation Entertainment,5,1,1,
223860100,Solace,FPC,6,,,1
223860100,Solace,Eden Rock Media,7,,,1
223890100,Unsullied,Dreamline Pictures LLC,1,1,,1
223950100,The Invitation,XYZ Films,1,1,1,1
223950100,The Invitation,Gamechanger,2,1,,
223950100,The Invitation,Lege Artis,3,1,1,1
223980100,We Are Still Here,Snowfort Pictures,1,,,1
223980100,We Are Still Here,Dark Sky Films,2,,,1
224000100,The Oath,RVK,1,,,
224000100,The Oath,Dynamic Productions,2,,,
224000100,The Oath,AI Film,3,,,
224000100,The Oath,XYZ Films,4,,,
224040100,C'est dur d'être aimé par des cons,Film En Stock,1,,,1
224040100,C'est dur d'être aimé par des cons,Doc en Stock,2,,1,1
224040100,C'est dur d'être aimé par des cons,Canal Plus,3,1,1,1
224050100,The Squeeze,"TXL Films, Inc. ",1,,,1
224050100,The Squeeze,Juniper Post,2,,,1
224060100,Unfreedom,Dark Frames,1,,,1
224060100,Unfreedom,Maruti Media,2,,1,1
224060100,Unfreedom,69 Productions,3,,1,1
224060100,Unfreedom,One Friday Films,4,,1,1
224060100,Unfreedom,BLM Group,5,,1,1
224080100,An Honest Liar,Left Turn Films,1,,,1
224080100,An Honest Liar,Pure Mutt Productions,2,,,1
224080100,An Honest Liar,BBC Storyville,3,,1,1
224080100,An Honest Liar,Part2 Filmworks,4,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,"International Media Co., Ltd",1,,,1
224110100,Zhong Kui fu mo: Xue yao mo ling,Beijing Enlight Pictures,2,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,Village Roadshow Asia,3,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,Warner Bros.,4,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,K Pictures     ,5,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,Shenzhen Wus Entertainment Co. ,6,,1,1
224110100,Zhong Kui fu mo: Xue yao mo ling,Wanda Media,7,,,0
224120100,The Hunting Ground,CNN Films,1,,,1
224120100,The Hunting Ground,Regina K. Scully,2,,,1
224120100,The Hunting Ground,Paul Blavin,3,,,1
224120100,The Hunting Ground,Canal Plus,4,,1,1
224120100,The Hunting Ground,Cuomo Cole Productions,5,,1,1
224120100,The Hunting Ground,Minerva Productions,6,,1,1
224130100,Creed,Metro-Goldwyn-Mayer Pictures,1,1,0,1
224130100,Creed,Warner Bros.,2,1,0,1
224130100,Creed,New Line Cinema,3,,1,1
224130100,Creed,Chartoff Winkler Productions,4,,,1
224140100,Spider-Man: Homecoming,Columbia Pictures,2,1,,
224140100,Spider-Man: Homecoming,Marvel Studios,1,,,1
224140100,Spider-Man: Homecoming,LStar Capital,3,1,,
224160100,Where Hope Grows,Godspeed Pictures,1,,,1
224160100,Where Hope Grows,Attic Light Films,2,,,1
224160100,Where Hope Grows,The Matadors,3,,1,1
224190100,Triumph in the Skies,Media Asia Films,1,,,1
224190100,Triumph in the Skies,One Cool Film,2,,,1
224190100,Triumph in the Skies,Dongyang Enlight Pictures,3,,,1
224190100,Triumph in the Skies,Shaw Brothers Pictures,4,,,1
224210100,That Sugar Film,Samuel Goldwyn Films,1,1,,0
224210100,That Sugar Film,Madman Production Company,2,,,1
224210100,That Sugar Film,Screen Australia,3,1,,0
224290100,Que Horas Ela Volta?,Oscilloscope Laboratories,1,,1,1
224290100,Que Horas Ela Volta?,Gullane,2,,1,1
224290100,Que Horas Ela Volta?,Africa Filmes,3,,,1
224290100,Que Horas Ela Volta?,Globo Filmes,4,,,1
224300100,Tell Spring Not to Come This Year,Soda Pictures,1,1,,
224300100,Tell Spring Not to Come This Year,Ponda Films,2,1,,
224300100,Tell Spring Not to Come This Year,Saboteur Media,3,1,,
224300100,Tell Spring Not to Come This Year,Tourist With A Typewriter,4,,,1
224330100,Iraqi Odyssey,Dschoint Ventschr Filmproduktion,1,0,,1
224330100,Iraqi Odyssey,Coin Film,2,,,1
224330100,Iraqi Odyssey,SRF Schweizer Radio,3,0,,1
224330100,Iraqi Odyssey,SRG,4,0,,1
224330100,Iraqi Odyssey,SSR,5,0,,1
224330100,Iraqi Odyssey,WDR Westdeutscher Rundfunk,6,0,,1
224330100,Iraqi Odyssey,Sanad Fund,7,1,1,
224330100,Iraqi Odyssey,Furat al Jamil,8,1,1,
224350100,Mandariinid,Samuel Goldwyn Films,1,1,,1
224350100,Mandariinid,Cinemavault,2,1,,1
224350100,Mandariinid,AllFilm,3,,,1
224350100,Mandariinid,Cinema24,4,,,1
224360100,Anomalisa,Starburns Industries,1,,,1
224360100,Anomalisa,Snoot Entertainment,2,,,1
224360100,Anomalisa,Paramount Pictures,3,1,,
224370100,Iris,"Maysles Films, Inc.",1,,,1
224470100,Meet the Patels,ITVS,1,,1,1
224470100,Meet the Patels,Impact Partners,2,,,1
224470100,Meet the Patels,Center for Asian-American Media,3,,,1
224470100,Meet the Patels,Whitewater Films,4,,,1
224470100,Meet the Patels,Chicken and Egg Pictures,5,,,1
224470100,Meet the Patels,Hartley Foundation,6,,,1
224480100,Nh10,Phantom,1,,,1
224480100,Nh10,Eros International.,2,,,1
224480100,Nh10,Clean Slate Films,3,,,1
224490100,Cupcakes,Abot Hameiri,1,,,1
224490100,Cupcakes,United King Films,2,,,1
224490100,Cupcakes,Chic Films,3,,,1
224490100,Cupcakes,Lorette Productions,4,,,1
224490100,Cupcakes,Yehoshua Rabinovich Tel-Aviv Foundation for the Arts,5,,,1
224490100,Cupcakes,Keshet,6,,,1
224500100,Antarctic Edge: 70º South,Mason Gross School of the Arts ,1,,,1
224500100,Antarctic Edge: 70º South,National Science Foundation,2,1,,1
224500100,Antarctic Edge: 70º South,Rutgers School of Environmental and Biological Sciences,3,1,,1
224510100,Kaaki Sattai,Wunderbar Films,1,,,1
224550100,Outside Bet,Bob & Co,1,1,,
224550100,Outside Bet,Talent Films,2,,,1
224550100,Outside Bet,Gateway Films,3,,,1
224550100,Outside Bet,Northcroft Films,4,,1,1
224620100,Entertainment,Jagjaguwar,1,,,1
224620100,Entertainment,Nomadic Independence Pictures,2,,,1
224620100,Entertainment,Made Bed Productions,3,,,1
224620100,Entertainment,Arts+Labor,4,,1,1
224620100,Entertainment,Autumn Productions,5,,1,1
224620100,Entertainment,Epic Pictures Group,6,,1,1
224620100,Entertainment,Complex Corporation,7,,1,1
224620100,Entertainment,Magnolia Pictures,8,1,,1
224630100,Road Hard,Sontalia Pictures,1,,,1
224630100,Road Hard,Hench in the Trench Productions,2,,1,1
224640100,Max Rose,Lightstream Pictures,1,1,,1
224640100,Max Rose,Rush River Entertainment,2,1,,1
224680100,Exeter,Blumhouse,1,,,1
224710100,SBK The-Movie,Multimedia Film,1,,,1
224710100,SBK The-Movie,Cinema Tide,2,1,,
224740100,Nasty Baby,Fabula,1,1,,1
224740100,Nasty Baby,Funny Balloons,2,,,1
224740100,Nasty Baby,Versatile  ,3,,,1
224750100,Tian jiang xiong shi,Sparkle Roll Media Corporation,1,,1,1
224750100,Tian jiang xiong shi,Hyayi Brothers Corp.,2,,1,1
224750100,Tian jiang xiong shi,Shanghai Film Group,3,,1,1
224750100,Tian jiang xiong shi,Sparkle Roll Culture & Entertainment Development LTD. ,4,,1,1
224750100,Tian jiang xiong shi,Home Media and Entertainment Fund,5,1,,1
224750100,Tian jiang xiong shi,Shenzhen Tencent Video Culture Communication LTD.,6,,1,1
224750100,Tian jiang xiong shi,China Film & TV Capital Alibaba Co. LTD.,7,1,1,1
224750100,Tian jiang xiong shi,Yu Le Bao,8,,,1
224750100,Tian jiang xiong shi,Visualizer Film,9,,,1
224870100,Taxi,Jafar Panahi Film Productions,1,,,1
224880100,Stratton,Stratton Films,2,,,1
224880100,Stratton,Gem Films ,1,1,,
224880100,Stratton,Square One Entertainment,3,,1,1
224880100,Stratton,Twickenham Studios,4,,1,1
224880100,Stratton,Atomic Arts,5,,1,1
224900100,The Blackcoat’s Daughter,Unbroken Pictures,1,1,0,1
224900100,The Blackcoat’s Daughter,Zed Filmworks,2,1,1,0
224900100,The Blackcoat’s Daughter,Go Insane Films,3,1,1,0
224900100,The Blackcoat’s Daughter,Paris Films,4,1,,1
224910100,The House,New Line Cinema,1,1,,
224910100,The House,Gary Sanchez Productions,2,,,1
224910100,The House,Good Universe,3,,,1
224910100,The House,Village Roadshow Productions,4,1,1,
224910100,The House,RatPac Entertainment,5,1,1,
224910100,The House,Dune Entertainment,6,1,1,
225000100,Blade Runner 2049,Alcon Entertainment,1,1,,1
225000100,Blade Runner 2049,Thunderbird Films,2,,,
225000100,Blade Runner 2049,Columbia Pictures,3,1,1,
225000100,Blade Runner 2049,Ridley Scott Associates,4,,,1
225000100,Blade Runner 2049,Bud Yorkin,5,,,1
225000100,Blade Runner 2049,Torridon Films,6,,1,1
225000100,Blade Runner 2049,16:14 Entertainment,7,,1,1
225010100,Guidance,Edyson Entertianment,1,,1,1
225010100,Guidance,Telefilm Canada,2,,,1
225040100,"One Cut, One Life",Small Angst Films,1,,,1
225040100,"One Cut, One Life",Sundance Institute Documentary Film Program,2,,1,1
225040100,"One Cut, One Life",LEF Foundation,3,,1,1
225100100,Trace Amounts,Faze Films,1,,,1
225120100,Buzzard,Sob Noisse,1,,,1
225130100,12 Golden Ducks,Treasure Island Entertainment Production Ltd.,1,,,1
225160100,A Murder in the Park,Whole Truth Films,1,,,1
225160100,A Murder in the Park,Transition Studios,2,,,1
225160100,A Murder in the Park,Sundance Selects,3,1,,
225300100,Ghoul,J.B.J. Film,1,,,1
225330100,Beasts of No Nation,Netflix,1,1,,
225330100,Beasts of No Nation,Participant Media,2,,1,1
225330100,Beasts of No Nation,Red Crown,3,,0,1
225330100,Beasts of No Nation,Levantine Films,4,,1,1
225330100,Beasts of No Nation,New Balloon,5,,1,1
225330100,Beasts of No Nation,Mutressa Movies,6,,1,1
225330100,Beasts of No Nation,Primary Productions,7,,0,1
225330100,Beasts of No Nation,Parlaiment of Owls,8,,0,1
225350100,Freetown,Three Coin Productions,1,,,1
225350100,Freetown,Go Films,2,,,1
225360100,Just Before I Go,Coquette,1,,,1
225360100,Just Before I Go,New Artists Alliance,2,,,1
225370100,Monsters: Dark Continent,Vertigo Films,1,,,1
225370100,Monsters: Dark Continent,42,2,,1,1
225390100,Vendetta,WWE Studios,1,,,1
225400100,Anita Ho,Bumper Car Films,1,,,1
225400100,Anita Ho,Integrated Productions,2,,,1
225410100,Butterfly Girl,Lytta Productions,1,,,1
225410100,Butterfly Girl,P+R Productions,2,,1,1
225470100,The Adderall Diaries,Windowseat Entertainment,1,1,,1
225470100,The Adderall Diaries,Rabbit Bandini Productions,2,1,,1
225490100,Men go to Battle,Most Favored Nations,1,1,,1
225490100,Men go to Battle,All Caps,2,1,,1
225510100,I Am Not a Serial Killer,IFC Midnight,1,1,,
225510100,I Am Not a Serial Killer,Bord Scannan na hEireann,2,1,1,
225510100,I Am Not a Serial Killer,Irish Film Board,3,1,1,
225510100,I Am Not a Serial Killer,Quickfire Fimls,4,1,1,
225510100,I Am Not a Serial Killer,The Fyzz Facility,5,1,1,
225510100,I Am Not a Serial Killer,Fantastic Films,6,1,1,
225510100,I Am Not a Serial Killer,Winterland Pictures,7,1,1,
225510100,I Am Not a Serial Killer,Floodland Pictures,8,,,1
225510100,I Am Not a Serial Killer,The Tea Shop & Film Company,9,,,1
225570100,Do I Sound Gay?,ThinkThorpe,1,,,1
225570100,Do I Sound Gay?,Little Punk,2,,,1
225580100,Bushwick,XYZ Films,1,,,
225580100,Bushwick,Bullet Pictures,2,,,
225600100,Loin des hommes,One World Films,1,,,1
225600100,Loin des hommes,Pathe,2,,,1
225600100,Loin des hommes,Perceval Pictures,3,,,1
225600100,Loin des hommes,Kaleo Films,4,,,1
225600100,Loin des hommes,Jouror Development,5,,,1
225600100,Loin des hommes,B Media 2012,6,,1,1
225610100,I Am Big Bird: The Caroll Spinney Story,Copper Pot Pictures,1,,,1
225620100,Anesthesia,Hello Please,1,1,,1
225620100,Anesthesia,Red Barn,2,,1,1
225620100,Anesthesia,Digital Arts NY,3,,1,1
225640100,The Armor Of Light,Fork Films,1,1,,1
225660100,Ashby,Langley Park Pictures,1,0,0,1
225660100,Ashby,Head Gear Films,2,,0,1
225660100,Ashby,Tagline Pictures,3,,0,1
225660100,Ashby,Metrol Technology,4,,1,1
225660100,Ashby,Kreo Films,5,,1,1
225660100,Ashby,Bankside Films,6,1,,
225670100,Backtrack,Screen Australia,1,1,,
225670100,Backtrack,Head Gear Films,2,1,1,
225670100,Backtrack,Metrol Technology,3,1,1,
225670100,Backtrack,Screen NSW,4,1,1,
225670100,Backtrack,Deluxe Australia,5,1,1,
225670100,Backtrack,Saban Films,6,1,,
225670100,Backtrack,Bankside Films,7,1,,
225670100,Backtrack,See Pictures,8,,,1
225690100,Cartel Land,Our Time Projects,1,,,1
225690100,Cartel Land,The Documentary Group,2,,,1
225690100,Cartel Land,Whitewater Films,3,,1,1
225730100,Drunk Stoned Brilliant Dead The Story of the National Lampoon,4th Row Films,1,,0,1
225730100,Drunk Stoned Brilliant Dead The Story of the National Lampoon,Sky Atlantic,4,1,,
225730100,Drunk Stoned Brilliant Dead The Story of the National Lampoon,Passion Pictures,2,,,1
225730100,Drunk Stoned Brilliant Dead The Story of the National Lampoon,History Films,3,1,,
225740100,The Emperor’s New Clothes,StudioCanal,1,1,,
225740100,The Emperor’s New Clothes,Revolution Films,2,,,1
225740100,The Emperor’s New Clothes,The Trews,3,,,1
225770100,Peggy Guggenheim: Art Addict,Dakota Group,1,1,,1
225770100,Peggy Guggenheim: Art Addict,Fischio Films,2,1,,1
225770100,Peggy Guggenheim: Art Addict,Submarine Entertainment,3,1,,1
225790100,Requiem for the American Dream,PF Pictures,1,1,,1
225820100,Tales of Hoffmann,Powell and Pressburger,1,,,1
225830100,The Gift,Blumhouse,1,,,1
225830100,The Gift,Ahimsa Films,2,,1,1
225830100,The Gift,Blue Tongue Films,3,,1,1
225840100,The Boy,Lakeshore Entertainment,2,1,,1
225840100,The Boy,Vertigo Entertainment,3,0,1,1
225840100,The Boy,STX Entertainment,1,1,,1
225840100,The Boy,Hyayi Brothers Corp.,4,1,,
225860100,Remember Sunday,The Hallmark Channel,1,,,
225890100,The Autopsy of Jane Doe,Imposter Pictures,1,,,1
225890100,The Autopsy of Jane Doe,42,2,,,1
225890100,The Autopsy of Jane Doe,IM Global,3,1,,
225890100,The Autopsy of Jane Doe,IFC Midnight,4,1,,
225890100,The Autopsy of Jane Doe,Favre Productions Ltd,5,,1,1
225900100,Station to Station,Doug Aitken Workshop Production,1,,,1
225900100,Station to Station,Arts & Science,2,,,1
225920100,Forever,Elysium Industry,1,,,1
225920100,Forever,Elliptical ,2,,,1
225920100,Forever,The Art of Elysium,3,1,,
226160100,El Ardor,Magma Cine,1,,,1
226160100,El Ardor,Participant Media,2,,,1
226160100,El Ardor,Canana,3,,,1
226160100,El Ardor,Bananeira Films,4,,,1
226160100,El Ardor,Manny Films,5,,,1
226160100,El Ardor,Telefe,6,,,1
226170100,Beyond the Mask,Burns Family Studios,1,1,,1
226230100,Dumbo,Walt Disney Pictures,1,1,,
226230100,Dumbo,Tim Burton,2,,,1
226230100,Dumbo,Infinite Detective,3,,,1
226230100,Dumbo,Secret Machine Entertainment,4,,,1
226270100,Misconduct,Mike and Marty Productions,1,,,1
226270100,Misconduct,Lionsgate Premiere,2,1,,
226270100,Misconduct,Grindstone Entertainment Group,3,1,,
226270100,Misconduct,Film Bridge International,4,1,1,
226310100,L'homme qu'on aimait trop,VIP Cinema 1,1,,,1
226310100,L'homme qu'on aimait trop,Mars Films,2,,,1
226310100,L'homme qu'on aimait trop,Caneo Films,3,,,1
226310100,L'homme qu'on aimait trop,La Banque Postale Image 7,4,1,1,1
226310100,L'homme qu'on aimait trop,Manon 4,5,,1,1
226310100,L'homme qu'on aimait trop,Cinemage 8,6,,1,1
226330100,Runoff,Monterey Media,1,1,,1
226330100,Runoff,White Whale Pictures,2,,1,1
226330100,Runoff,Reno Productions,3,,1,1
226330100,Runoff,RubberTreePlant,4,,1,1
226350100,Within,New Line Cinema,1,,,
226360100,Anime nere,Cinemaundici,1,,,1
226360100,Anime nere,Babe Films,2,,,1
226360100,Anime nere,RAI Cinema,3,,,1
226360100,Anime nere,Italian-French,4,,,1
226430100,The Darkness,Blumhouse,1,,,1
226430100,The Darkness,BH Tilt,2,1,,
226430100,The Darkness,Emu Creek Pictures,3,,,1
226450100,La Sapienza,Mact Productions,1,,,1
226450100,La Sapienza,La Sarraz Productions,2,,,1
226460100,Shi gu,Huayi Brothers International,1,,,1
226460100,Shi gu,Young & Saint Films,2,,,1
226460100,Shi gu,Focus Films,3,,,1
226460100,Shi gu,Chongquing Film Group,4,,1,1
226460100,Shi gu,Navigation Era Cultural Communication Co. ,5,,1,1
226460100,Shi gu,Good Friends Entertainment Sdn Bhd,6,,1,1
226470100,L'enlèvement de Michel Houellebecq,ARTE France,1,,,1
226470100,L'enlèvement de Michel Houellebecq,Les Films du Worso,2,,,1
226470100,L'enlèvement de Michel Houellebecq,Chic Films,3,,,1
226470100,L'enlèvement de Michel Houellebecq,CNC,4,,1,1
226470100,L'enlèvement de Michel Houellebecq,Le Pacte,5,,1,1
226470100,L'enlèvement de Michel Houellebecq,Cine Plus,6,,1,1
226490100,Mr. X,Vishesh Films,1,,,1
226490100,Mr. X,Fox Star Studios,2,,,1
226500100,The Lady in the Van,Tri-Star Pictures,1,1,,1
226500100,The Lady in the Van,BBC Films,2,1,,1
226520100,Incredibles 2,Disney-Pixar,1,1,,1
226570100,Urok,Abraxas Films,1,,,1
226570100,Urok,Little Wing,2,,1,1
226570100,Urok,Screening Emotions,3,,1,1
226570100,Urok,Graal Films,4,,1,1
226580100,The Last: Naruto the Movie,Studio Pierrot,1,,,1
226590100,Keeping Up with the Joneses,Fox 2000 Pictures,1,1,,
226590100,Keeping Up with the Joneses,TSG Entertainment,2,1,1,
226600100,Eddie the Eagle,MARV Films,1,1,,
226600100,Eddie the Eagle,Lionsgate,2,1,1,
226600100,Eddie the Eagle,Saville Productions,3,,,1
226610100,Can't Stand Losing You: Surviving the Police,Yari Film Group,1,,,1
226630100,Steve Jobs: The Man in the Machine,CNN Films,1,,,
226630100,Steve Jobs: The Man in the Machine,Jigsaw Productions,2,,,
226650100,Beauty and the Beast,Walt Disney Pictures,1,1,,
226650100,Beauty and the Beast,Mandeville Films,2,,,1
